swapSweep(_drplCompressionPointCurve("Output-referred") "r") (XdbLevel=1) X,swapSweep(_drplCompressionPointCurve("Output-referred") "r") (XdbLevel=1) Y
2,-4.176304646065987
8,7.782843170956916
12,11.27229748979839
16,13.67284911629327
20,15.45829808051645
26,17.26518015308783
30,17.78273927538961
34,17.77047457427589
38,17.44421003575005
44,16.5876893769959
48,15.885498737605
56,14.40775464203905
60,13.68281666668779
