swapSweep(_drplCompressionPointCurve("Output-referred") "r") (XdbLevel=1) X,swapSweep(_drplCompressionPointCurve("Output-referred") "r") (XdbLevel=1) Y
2,5.271271854407697
6,9.648447007467524
8,10.6690886316043
10,11.36520046977441
12,11.8374708771107
14,12.13719142945644
16,12.29772286630494
18,12.34627605490201
20,12.26224784431616
22,12.15467226987912
24,12.01511072859821
36,10.72458968573635
46,9.550070756489109
60,8.135613992866503
