S11  X,S11  YRe,S11  YReImag
1000000000,-0.9439471440786963,0.3295261134764826
1023333333.333333,-0.9408524451046474,0.3381668507534873
1046666666.666667,-0.9376366642079694,0.3468785746839286
1070000000,-0.9342951216159301,0.3556633720957202
1093333333.333333,-0.9308228486216149,0.3645233296985126
1116666666.666667,-0.9272145682499128,0.3734605269545235
1140000000,-0.9234646745450474,0.3824770276568032
1163333333.333333,-0.9195672104005373,0.3915748700279033
1186666666.666667,-0.9155158438531612,0.4007560551264937
1210000000,-0.9113038427648311,0.4100225333207989
1233333333.333333,-0.9069240478206902,0.4193761885554567
1256666666.666666,-0.9023688437788191,0.4288188201021522
1280000000,-0.8976301289173533,0.4383521214437582
1303333333.333333,-0.8926992826393901,0.4479776558963121
1326666666.666666,-0.8875671312158342,0.4576968285225868
1349999999.999999,-0.882223911672476,0.4675108538348877
1373333333.333333,-0.8766592338615966,0.4774207187226983
1396666666.666666,-0.8708620408019475,0.4874271399726583
1419999999.999999,-0.8648205674261573,0.49753051567396
1443333333.333332,-0.8585222979438656,0.5077308697216527
1466666666.666666,-0.8519539221150703,0.5180277885438674
1489999999.999999,-0.8451012908346142,0.5284203490873095
1513333333.333332,-0.8379493715593216,0.538907036999683
1536666666.666665,-0.8304822042684493,0.5494856538498627
1559999999.999999,-0.822682858840928,0.5601532121292979
1583333333.333332,-0.814533394964969,0.5709058166851924
1606666666.666665,-0.806014825973305,0.58173853115267
1629999999.999998,-0.7971070883273331,0.5926452278865826
1653333333.333332,-0.7877890188628863,0.6036184198531638
1676666666.666665,-0.7780383423663955,0.6146490729396542
1699999999.999998,-0.7678316725796347,0.6257263971919177
1723333333.333331,-0.7571445303398098,0.6368376156157426
1746666666.666665,-0.7459513832532922,0.6479677094015396
1769999999.999998,-0.7342257120763764,0.6590991387846732
1793333333.333331,-0.7219401098307237,0.6702115392709845
1816666666.666664,-0.7090664206030129,0.6812813936820975
1839999999.999998,-0.6955759259460723,0.6922816814573375
1863333333.333331,-0.6814395877769401,0.7031815079440785
