S11 dB20 X,S11 dB20 Y
1000000000,-0.001044119445176598
1010000000,-0.001117442962362186
1020000000,-0.001195325952943667
1030000000,-0.001278021961361404
1040000000,-0.001365797476517091
1050000000,-0.001458932566110514
1060000000,-0.001557721542287429
1070000000,-0.001662473660207649
1080000000,-0.001773513851207923
1090000000,-0.001891183492352983
1100000000,-0.002015841214240054
1110000000,-0.002147863749026118
1120000000,-0.002287646820770072
1130000000,-0.002435606080270338
1140000000,-0.002592178086718638
1150000000,-0.002757821338602238
1160000000,-0.002933017356412808
1170000000,-0.003118271819891718
1180000000,-0.003314115762643674
1190000000,-0.00352110682715271
1200000000,-0.003739830583347945
1210000000,-0.00397090191409554
1220000000,-0.004214966471135657
1230000000,-0.004472702205196201
1240000000,-0.004744820974207196
1250000000,-0.005032070233778494
1260000000,-0.005335234814305329
1270000000,-0.005655138789330644
1280000000,-0.005992647440033236
1290000000,-0.00634866932098511
1300000000,-0.006724158432621965
1310000000,-0.00712011650612685
1320000000,-0.00753759540682958
1330000000,-0.007977699662442252
1340000000,-0.008441589122931909
1350000000,-0.008930481759108592
1360000000,-0.009445656607469004
1370000000,-0.009988456869190719
1380000000,-0.01056029317170666
1390000000,-0.01116264700164085
1400000000,-0.01179707431848864
1410000000,-0.01246520935886074
1420000000,-0.0131687686417143
1430000000,-0.01390955518554144
1440000000,-0.01468946294912077
1450000000,-0.01551048150804916
1460000000,-0.01637470097998569
1470000000,-0.01728431721223746
1480000000,-0.01824163724606093
1490000000,-0.01924908507287063
1500000000,-0.02030920769836752
1510000000,-0.02142468153146558
1520000000,-0.02259831911586397
1530000000,-0.02383307622302775
1540000000,-0.02513205932640475
1550000000,-0.02649853347774367
1560000000,-0.02793593060754818
1570000000,-0.02944785827282321
1580000000,-0.03103810887653896
1590000000,-0.03271066938454124
1600000000,-0.03446973156692496
1610000000,-0.03631970279236824
1620000000,-0.0382652174053596
1630000000,-0.04031114871774327
1640000000,-0.04246262164767779
1650000000,-0.04472502604067966
1660000000,-0.04710403070914426
1670000000,-0.04960559822855585
1680000000,-0.05223600053033315
1690000000,-0.05500183533320707
1700000000,-0.05791004345688729
1710000000,-0.06096792706379127
1720000000,-0.06418316887655237
1730000000,-0.0675638524211265
1740000000,-0.07111848334726174
1750000000,-0.07485601188025141
1760000000,-0.0787858564598727
1770000000,-0.08291792862445621
1780000000,-0.08726265920001101
1790000000,-0.09183102585625007
1800000000,-0.09663458209318573
1810000000,-0.1016854877236634
1820000000,-0.1069965409187733
1830000000,-0.1125812118844078
1840000000,-0.1184536782384377
1850000000,-0.1246288621586571
1860000000,-0.1311224693723729
1870000000,-0.1379510300583866
1880000000,-0.1451319417318618
1890000000,-0.1526835141815729
1900000000,-0.1606250165275067
1910000000,-0.168976726464301
1920000000,-0.1777599817530612
1930000000,-0.1869972340196944
1940000000,-0.1967121049128193
1950000000,-0.2069294446676942
1960000000,-0.2176753931148082
