S11 dB20 X,S11 dB20 Y
1000000000,-0.004026773401051818
1010000000,-0.004305760364743465
1020000000,-0.004601732865119586
1030000000,-0.004915603933721938
1040000000,-0.005248330734186624
1050000000,-0.005600916546687038
1060000000,-0.005974412838331009
1070000000,-0.006369921423151279
1080000000,-0.006788596715395162
1090000000,-0.007231648080014233
1100000000,-0.007700342284367103
1110000000,-0.008196006055320726
1120000000,-0.008720028746066442
1130000000,-0.00927386511712577
1140000000,-0.009859038236210061
1150000000,-0.01047714250169166
1160000000,-0.01112984679469914
1170000000,-0.01181889776492219
1180000000,-0.01254612325545164
1190000000,-0.01331343587210184
1200000000,-0.01412283670287296
1210000000,-0.01497641919333103
1220000000,-0.01587637318390774
1230000000,-0.01682498911524808
1240000000,-0.01782466240792898
1250000000,-0.01887789802301357
1260000000,-0.01998731521008221
1270000000,-0.02115565244952967
1280000000,-0.02238577259606996
1290000000,-0.02368066823051615
1300000000,-0.02504346722704243
1310000000,-0.02647743854327476
1320000000,-0.02798599824061045
1330000000,-0.02957271574230767
1340000000,-0.03124132033692293
1350000000,-0.03299570793473566
1360000000,-0.03483994808483554
1370000000,-0.03677829126051064
1380000000,-0.03881517642057801
1390000000,-0.04095523885421781
1400000000,-0.04320331831675055
1410000000,-0.04556446746367433
1420000000,-0.04804396059002344
1430000000,-0.05064730268195003
1440000000,-0.05338023878700707
1450000000,-0.0562487637093088
1460000000,-0.05925913203525751
1470000000,-0.06241786849499571
1480000000,-0.06573177866412197
1490000000,-0.06920796000949127
1500000000,-0.07285381328208777
1510000000,-0.07667705425903985
1520000000,-0.0806857258357371
1530000000,-0.0848882104678718
1540000000,-0.08929324296183912
1550000000,-0.09390992361041461
1560000000,-0.09874773166901435
1570000000,-0.1038165391659064
1580000000,-0.1091266250377659
1590000000,-0.1146886895796349
1600000000,-0.1205138691959246
1610000000,-0.1266137514363251
1620000000,-0.1330003902975551
1630000000,-0.1396863217686302
1640000000,-0.1466845795937942
1650000000,-0.1540087112234976
1660000000,-0.1616727939196568
1670000000,-0.1696914509770145
1680000000,-0.1780798680176804
1690000000,-0.1868538093108195
1700000000,-0.1960296340640619
1710000000,-0.2056243126273906
1720000000,-0.2156554425441681
1730000000,-0.2261412643774883
1740000000,-0.2371006772332118
1750000000,-0.2485532538939075
1760000000,-0.2605192554704723
1770000000,-0.273019645470412
1780000000,-0.2860761031737817
1790000000,-0.2997110361994842
1800000000,-0.3139475921362036
1810000000,-0.3288096691036525
1820000000,-0.3443219251011525
1830000000,-0.3605097859918649
1840000000,-0.3773994519624724
1850000000,-0.395017902289615
1860000000,-0.4133928982363005
1870000000,-0.432552983893782
1880000000,-0.4525274847771728
1890000000,-0.4733465039766111
1900000000,-0.4950409156600918
